Index,Accident_Severity,Accident Date,Latitude,Light_Conditions,District Area,Longitude,Number_of_Casualties,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200701CP00225,Serious,30/08/2019,51.508676,Daylight,City of London,-0.087645,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00226,Slight,30/08/2019,51.510972,Daylight,City of London,-0.101672,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00227,Slight,30/08/2019,51.510933,Daylight,City of London,-0.104844,1,2,Dry,Single carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701CP00228,Serious,30/08/2019,51.516969,Daylight,City of London,-0.088883,1,2,Dry,Single carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701CP00229,Slight,31/08/2019,51.520165,Daylight,City of London,-0.097398,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00230,Slight,3/9/2019,51.519107,Daylight,City of London,-0.08764,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00231,Serious,11/9/2019,51.515296,Darkness - lights lit,City of London,-0.080017,1,2,Dry,One way street,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00232,Slight,6/9/2019,51.511017,Daylight,City of London,-0.087835,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00233,Slight,5/9/2019,51.517504,Daylight,City of London,-0.083095,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00234,Slight,4/9/2019,51.513162,Daylight,City of London,-0.087025,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00235,Serious,6/9/2019,51.510915,Daylight,City of London,-0.087119,1,2,Dry,Single carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701CP00236,Slight,7/9/2019,51.509459,Daylight,City of London,-0.086027,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00237,Serious,8/9/2019,51.517625,Darkness - lights lit,City of London,-0.107161,2,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00238,Slight,11/9/2019,51.517149,Daylight,City of London,-0.088875,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00239,Slight,11/9/2019,51.509151,Darkness - lights lit,City of London,-0.083734,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00240,Serious,12/9/2019,51.513832,Daylight,City of London,-0.08397,2,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00241,Serious,13/09/2019,51.514069,Daylight,City of London,-0.104138,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00242,Slight,14/09/2019,51.513961,Daylight,City of London,-0.102989,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00243,Slight,14/09/2019,51.51091,Daylight,City of London,-0.103404,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00244,Slight,14/09/2019,51.509858,Daylight,City of London,-0.08846,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701CP00245,Slight,15/09/2019,51.513192,Darkness - lights lit,City of London,-0.088897,1,1,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00246,Slight,16/09/2019,51.512924,Darkness - lights lit,City of London,-0.094529,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00247,Slight,17/09/2019,51.509463,Daylight,City of London,-0.086315,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00248,Slight,18/09/2019,51.515703,Daylight,City of London,-0.105079,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701CP00249,Slight,20/09/2019,51.513434,Darkness - lights lit,City of London,-0.081681,1,1,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00250,Slight,21/09/2019,51.511145,Daylight,City of London,-0.073706,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00251,Serious,10/8/2019,51.515524,Daylight,City of London,-0.093988,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00252,Slight,18/09/2019,51.510587,Daylight,City of London,-0.08353,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00253,Serious,20/09/2019,51.512318,Darkness - lights lit,City of London,-0.079421,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00254,Slight,21/09/2019,51.512378,Darkness - lights lit,City of London,-0.094119,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00255,Slight,25/09/2019,51.517552,Daylight,City of London,-0.080499,1,2,Dry,Single carriageway,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200701CP00256,Slight,25/09/2019,51.513301,Daylight,City of London,-0.090045,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00257,Slight,25/09/2019,51.511005,Daylight,City of London,-0.087115,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00258,Slight,26/09/2019,51.518081,Daylight,City of London,-0.0799,2,1,Dry,Single carriageway,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200701CP00259,Slight,27/09/2019,51.515519,Daylight,City of London,-0.104798,1,3,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00260,Serious,29/09/2019,51.517507,Daylight,City of London,-0.083239,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00261,Slight,29/09/2019,51.518409,Darkness - lights lit,Camden,-0.105543,3,2,Dry,Single carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701CP00263,Serious,1/10/2019,51.512182,Daylight,City of London,-0.104216,1,1,Wet or damp,Dual carriageway,Urban,Raining no high winds,Bus or coach (17 or more pass seats)
200701CP00264,Slight,8/10/2019,51.514716,Daylight,City of London,-0.083068,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701CP00265,Slight,8/10/2019,51.516345,Daylight,City of London,-0.08372,1,2,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00266,Slight,2/10/2019,51.511644,Daylight,City of London,-0.087665,1,1,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00267,Slight,4/10/2019,51.509241,Daylight,City of London,-0.08373,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200701CP00268,Slight,6/10/2019,51.512901,Daylight,City of London,-0.104186,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00269,Slight,8/10/2019,51.51626,Darkness - lights lit,City of London,-0.084012,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00270,Serious,10/10/2019,51.511474,Daylight,City of London,-0.082772,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00271,Slight,10/10/2019,51.509262,Darkness - lights unlit,City of London,-0.085026,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Taxi/Private hire car
200701CP00272,Slight,11/10/2019,51.511735,Daylight,City of London,-0.104379,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00273,Slight,12/10/2019,51.513892,Darkness - lights lit,City of London,-0.104289,1,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00274,Slight,21/09/2019,51.515721,Daylight,City of London,-0.10061,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00275,Slight,12/10/2019,51.510652,Daylight,City of London,-0.093038,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00276,Slight,12/10/2019,51.513249,Daylight,City of London,-0.086877,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Bus or coach (17 or more pass seats)
200701CP00277,Slight,14/10/2019,51.517239,Darkness - lights lit,City of London,-0.088872,2,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00278,Slight,14/10/2019,51.514745,Daylight,City of London,-0.079319,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00279,Slight,16/10/2019,51.513083,Daylight,City of London,-0.104323,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00280,Slight,4/10/2019,51.513474,Daylight,City of London,-0.084129,1,3,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701CP00281,Slight,16/10/2019,51.513954,Daylight,City of London,-0.102557,1,1,Wet or damp,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00282,Slight,17/10/2019,51.513195,Darkness - lights lit,City of London,-0.089041,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CP00283,Slight,17/10/2019,51.516293,Darkness - lights lit,City of London,-0.102604,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00284,Slight,21/10/2019,51.518169,Darkness - lights lit,City of London,-0.079752,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701CP00285,Slight,19/10/2019,51.511722,Daylight,City of London,-0.081464,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00286,Slight,19/10/2019,51.5143,Daylight,City of London,-0.074149,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00287,Slight,19/10/2019,51.512991,Darkness - lights lit,City of London,-0.104182,1,2,Dry,Single carriageway,Urban,Other,Car
200701CP00288,Slight,25/10/2019,51.512955,Daylight,City of London,-0.096401,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00289,Serious,26/10/2019,51.510918,Darkness - lights lit,City of London,-0.087263,1,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00290,Slight,25/10/2019,51.512993,Daylight,City of London,-0.104326,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CP00291,Slight,25/10/2019,51.515681,Darkness - lights lit,City of London,-0.109259,1,2,Wet or damp,Single carriageway,Urban,Raining no high winds,Car
200701CP00292,Slight,26/10/2019,51.510549,Darkness - lights lit,City of London,-0.086702,1,1,Dry,Dual carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00293,Serious,26/10/2019,51.514804,Darkness - lights lit,City of London,-0.08292,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00294,Slight,30/10/2019,51.509572,Daylight,City of London,-0.087463,1,1,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00295,Slight,30/10/2019,51.509556,Daylight,City of London,-0.086455,1,2,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200701CP00296,Slight,30/10/2019,51.509646,Darkness - lights lit,Tower Hamlets,-0.075499,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00297,Slight,6/11/2019,51.514125,Daylight,City of London,-0.107594,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00298,Slight,5/11/2019,51.516386,Daylight,City of London,-0.080692,1,1,Dry,One way street,Urban,Fine no high winds,Taxi/Private hire car
200701CP00299,Slight,5/11/2019,51.515699,Daylight,City of London,-0.104791,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under
200701CP00300,Slight,5/11/2019,51.513892,Daylight,City of London,-0.093191,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00301,Slight,6/11/2019,51.508958,Daylight,City of London,-0.082877,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00302,Slight,6/11/2019,51.514037,Daylight,City of London,-0.085547,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00303,Slight,7/11/2019,51.51569,Daylight,City of London,-0.082162,1,3,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00304,Slight,7/11/2019,51.519105,Daylight,City of London,-0.087496,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00305,Slight,7/11/2019,51.513292,Darkness - lights lit,City of London,-0.083992,1,1,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00306,Slight,8/11/2019,51.51064,Daylight,City of London,-0.092318,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00307,Serious,9/11/2019,51.514076,Daylight,City of London,-0.10457,1,2,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 50cc and under
200701CP00308,Slight,9/11/2019,51.514371,Darkness - lights lit,City of London,-0.083947,2,1,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc
200701CP00309,Slight,9/11/2019,51.514079,Darkness - lights lit,City of London,-0.104714,1,2,Wet or damp,Single carriageway,Urban,Fine no high winds,Car
200701CP00310,Slight,12/11/2019,51.51744,Daylight,City of London,-0.09016,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200701CP00311,Slight,15/11/2019,51.508676,Daylight,City of London,-0.087645,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00313,Slight,19/11/2019,51.511587,Daylight,City of London,-0.084208,1,1,Wet or damp,Single carriageway,Urban,Raining no high winds,Bus or coach (17 or more pass seats)
200701CP00314,Slight,25/10/2019,51.516011,Daylight,City of London,-0.101895,1,2,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200701CP00315,Slight,5/11/2019,51.509556,Darkness - lights lit,City of London,-0.086455,1,2,Dry,Single carriageway,Urban,Fine no high winds,Car
200701CP00316,Slight,14/11/2019,51.50944,Daylight,Tower Hamlets,-0.073922,1,2,Dry,Dual carriageway,Urban,Fine no high winds,Car
200701CP00317,Serious,19/11/2019,51.515878,Daylight,City of London,-0.104783,1,2,Wet or damp,Dual carriageway,Urban,Raining no high winds,Car
200701CP00318,Fatal,19/11/2019,51.516045,Darkness - lights lit,City of London,-0.081859,7,2,Wet or damp,Dual carriageway,Urban,Raining no high winds,Motorcycle over 500cc
200701CP00319,Slight,19/11/2019,51.512544,Daylight,City of London,-0.104345,1,2,Wet or damp,Dual carriageway,Urban,,Car
200701CP00320,Slight,20/11/2019,51.513292,Daylight,City of London,-0.089469,1,1,Wet or damp,Single carriageway,Urban,Fine no high winds,Car
